==========================================================================================
CRYPTIANA VATICAN MATRIX: CUDA Deep Space (KryptosBot Strict Scoring)
==========================================================================================

Generating periodic keys...
Targeting 475,254 periodic keys per alphabet.

Igniting GPU Sweep...
TOTAL PROCESSED      | SPEED                | BATCH TIME   | HITS FOUND
2.91 Trillion        | 422 M/sec            |  4.73s       |     0 hits
2.92 Trillion        | 422 M/sec            |  4.73s       |     0 hits
2.92 Trillion        | 422 M/sec            |  4.73s       |     0 hits
2.92 Trillion        | 422 M/sec            |  4.73s       |     0 hits
2.92 Trillion        | 422 M/sec            |  4.72s       |     0 hits
2.92 Trillion        | 422 M/sec            |  4.73s       |     0 hits
2.93 Trillion        | 421 M/sec            |  4.74s       |     0 hits
2.93 Trillion        | 418 M/sec            |  4.78s       |     0 hits
2.93 Trillion        | 422 M/sec            |  4.73s       |     0 hits
2.93 Trillion        | 420 M/sec            |  4.75s       |     0 hits
2.93 Trillion        | 423 M/sec            |  4.72s       |     0 hits
2.94 Trillion        | 423 M/sec            |  4.72s       |     0 hits
2.94 Trillion        | 423 M/sec            |  4.72s       |     0 hits
2.94 Trillion        | 423 M/sec            |  4.72s       |     0 hits
2.94 Trillion        | 423 M/sec            |  4.72s       |     0 hits
2.94 Trillion        | 423 M/sec            |  4.72s       |     0 hits
2.95 Trillion        | 423 M/sec            |  4.72s       |     0 hits
2.95 Trillion        | 422 M/sec            |  4.73s       |     0 hits
2.95 Trillion        | 423 M/sec            |  4.72s       |     0 hits
2.95 Trillion        | 423 M/sec            |  4.72s       |     0 hits
2.95 Trillion        | 423 M/sec            |  4.72s       |     0 hits
2.96 Trillion        | 423 M/sec            |  4.72s       |     0 hits
2.96 Trillion        | 423 M/sec            |  4.72s       |     0 hits
2.96 Trillion        | 423 M/sec            |  4.72s       |     0 hits
2.96 Trillion        | 421 M/sec            |  4.74s       |     0 hits
2.96 Trillion        | 423 M/sec            |  4.72s       |     0 hits
2.97 Trillion        | 423 M/sec            |  4.72s       |     0 hits
2.97 Trillion        | 423 M/sec            |  4.72s       |     0 hits
2.97 Trillion        | 423 M/sec            |  4.72s       |     0 hits
2.97 Trillion        | 423 M/sec            |  4.72s       |     0 hits
2.97 Trillion        | 423 M/sec            |  4.72s       |     0 hits
2.98 Trillion        | 423 M/sec            |  4.72s       |     0 hits
2.98 Trillion        | 423 M/sec            |  4.72s       |     0 hits
2.98 Trillion        | 423 M/sec            |  4.72s       |     0 hits
2.98 Trillion        | 423 M/sec            |  4.72s       |     0 hits
2.98 Trillion        | 423 M/sec            |  4.72s       |     0 hits
2.99 Trillion        | 423 M/sec            |  4.72s       |     0 hits
2.99 Trillion        | 423 M/sec            |  4.72s       |     0 hits
2.99 Trillion        | 423 M/sec            |  4.72s       |     0 hits
2.99 Trillion        | 423 M/sec            |  4.72s       |     0 hits
2.99 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.00 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.00 Trillion        | 422 M/sec            |  4.73s       |     0 hits
3.00 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.00 Trillion        | 422 M/sec            |  4.73s       |     0 hits
3.00 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.01 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.01 Trillion        | 422 M/sec            |  4.73s       |     0 hits
3.01 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.01 Trillion        | 422 M/sec            |  4.73s       |     0 hits
3.01 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.02 Trillion        | 422 M/sec            |  4.73s       |     0 hits
3.02 Trillion        | 422 M/sec            |  4.73s       |     0 hits
3.02 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.02 Trillion        | 422 M/sec            |  4.73s       |     0 hits
3.02 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.03 Trillion        | 422 M/sec            |  4.72s       |     0 hits
3.03 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.03 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.03 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.03 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.04 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.04 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.04 Trillion        | 422 M/sec            |  4.72s       |     0 hits
3.04 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.04 Trillion        | 422 M/sec            |  4.72s       |     0 hits
3.05 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.05 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.05 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.05 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.05 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.06 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.06 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.06 Trillion        | 422 M/sec            |  4.72s       |     0 hits
3.06 Trillion        | 422 M/sec            |  4.73s       |     0 hits
3.06 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.07 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.07 Trillion        | 422 M/sec            |  4.72s       |     0 hits
3.07 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.07 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.07 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.08 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.08 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.08 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.08 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.08 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.09 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.09 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.09 Trillion        | 422 M/sec            |  4.73s       |     0 hits
3.09 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.09 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.10 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.10 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.10 Trillion        | 422 M/sec            |  4.73s       |     0 hits
3.10 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.10 Trillion        | 422 M/sec            |  4.73s       |     0 hits
3.11 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.11 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.11 Trillion        | 422 M/sec            |  4.73s       |     0 hits
3.11 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.11 Trillion        | 422 M/sec            |  4.73s       |     0 hits
3.12 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.12 Trillion        | 422 M/sec            |  4.73s       |     0 hits
3.12 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.12 Trillion        | 422 M/sec            |  4.73s       |     0 hits
3.12 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.13 Trillion        | 422 M/sec            |  4.72s       |     0 hits
3.13 Trillion        | 422 M/sec            |  4.73s       |     0 hits
3.13 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.13 Trillion        | 422 M/sec            |  4.73s       |     0 hits
3.13 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.14 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.14 Trillion        | 422 M/sec            |  4.73s       |     0 hits
3.14 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.14 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.14 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.15 Trillion        | 422 M/sec            |  4.73s       |     0 hits
3.15 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.15 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.15 Trillion        | 422 M/sec            |  4.73s       |     0 hits
3.15 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.16 Trillion        | 422 M/sec            |  4.73s       |     0 hits
3.16 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.16 Trillion        | 422 M/sec            |  4.72s       |     0 hits
3.16 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.16 Trillion        | 422 M/sec            |  4.73s       |     0 hits
3.17 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.17 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.17 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.17 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.17 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.18 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.18 Trillion        | 422 M/sec            |  4.73s       |     0 hits
3.18 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.18 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.18 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.19 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.19 Trillion        | 422 M/sec            |  4.73s       |     0 hits
3.19 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.19 Trillion        | 422 M/sec            |  4.72s       |     0 hits
3.19 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.20 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.20 Trillion        | 422 M/sec            |  4.73s       |     0 hits
3.20 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.20 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.20 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.21 Trillion        | 422 M/sec            |  4.73s       |     0 hits
3.21 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.21 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.21 Trillion        | 422 M/sec            |  4.73s       |     0 hits
3.21 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.22 Trillion        | 422 M/sec            |  4.73s       |     0 hits
3.22 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.22 Trillion        | 420 M/sec            |  4.76s       |     0 hits
3.22 Trillion        | 420 M/sec            |  4.75s       |     0 hits
3.22 Trillion        | 422 M/sec            |  4.73s       |     0 hits
3.23 Trillion        | 421 M/sec            |  4.74s       |     0 hits
3.23 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.23 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.23 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.23 Trillion        | 422 M/sec            |  4.73s       |     0 hits
3.24 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.24 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.24 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.24 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.24 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.25 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.25 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.25 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.25 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.25 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.26 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.26 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.26 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.26 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.26 Trillion        | 423 M/sec            |  4.71s       |     0 hits
3.27 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.27 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.27 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.27 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.27 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.28 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.28 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.28 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.28 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.28 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.29 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.29 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.29 Trillion        | 422 M/sec            |  4.73s       |     0 hits
3.29 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.29 Trillion        | 423 M/sec            |  4.72s       |     0 hits
3.30 Trillion        | 423 M/sec            |  4.72s       |     0 hits
